Player,VPIP,PFR,3Bet Total,All-In Adj BB
gobamboo,86.36,29.55,12.5,-274.43
gochi666,50,33.33,0,-21.6
godbout17,72.5,10,8,-61.19
goddy arthur,66.67,27.45,11.54,12.53
godio84,67.57,25.45,7.27,154.43
GODisR3AL,56.61,29.1,7.69,66.21
godjunny84,42.11,10.53,15.38,44.27
Godlike $ex!,60.42,36.67,13.81,-299.12
GodlikeRoy,33.33,19.05,5.26,60.2
Goedang,51.85,25.68,6.67,107.15
Gofin8,100,100,0,59.67
gofoldorfold,47.62,38.1,30,-232.36
Goforitrejam,28.22,8.71,2.6,-32.68
gofried,29.41,17.65,20,-33.24
GOGO1981,86.96,56.52,15.38,-41.8
GOHAB$,34.69,22.45,3.85,-2.01
goiaba25,46.34,24.39,0,-69.07
GOIANO_22,16.73,3.41,2.98,-916.58
goiserer,54.55,9.09,0,-41.29
Gokgirl,100,100,50,-2.34
GoKidPoker,66.67,66.67,0,-16.85
golas 1,33.33,33.33,100,-62.55
GoldenBoy406,31.71,9.76,0,-60
goldenboy994,54.67,29.33,2.63,-100.96
goldenkid001,56.74,34.83,13.33,160.08
Goldshark,46.38,21.74,5.71,-16.24
Goldwinner1,62.79,16.28,4,-130.17
Golfeveryday,36,12,0,37.94
gollick,43.12,22.02,11.54,-68.92
Golvmopp,0,0,0,-1
gonewthewind,51.22,24.39,5,83.58
gongon2,84.31,13.73,15.38,-161.96
gonti89,39.33,24.72,5,49.66
good10pro,62.26,30.19,10,-190.42
GoodDayForMe,27.78,11.11,9.52,-65.46
goodhand68,44.83,6.9,3.03,-176.23
GoodWin777,30.07,11.89,7.69,100.51
Goofy1400,33.33,0,3.85,-4.58
gorgona66ret,46.26,8.88,6.56,-80.16
gorillas83,49.07,21.12,6.76,-269.96
GoSu8,51.47,27.94,13.51,-212.95
Got 18 today,42.54,10.53,6.45,-65.5
gotog10,83.13,27.5,13.25,337.61
gottik,78.57,21.43,12.5,-30.14
GotTilt18,83.33,50,11.11,-50.89
gottogive,71.52,24.85,2.38,390.49
Govier69,39.02,7.32,5,-67.78
gpappass,45,32.5,13.64,-57.64
GPASA26,58.84,33.08,7.98,-304.58
Gpmx11,37.14,2.86,5.88,22.09
GPresident,62.7,35.36,6.09,-348.77
gragik,38.32,22.78,10.24,1241.13
GramGrubo,30.23,17.21,8.32,4251.94
Granada16,29.63,5.56,0,-79.9
GranitHaz,65.82,15.19,5.05,18.16
granli,77.14,40,18.75,-79.07
granty657,78.38,18.92,12.5,-69.17
grapedrink07,26.32,14.66,5.19,-47.18
gray243,48.15,0,0,-5.76
Grazvis1,35.63,19.9,10.17,3861.29
grdonkey,55.2,31.18,4.24,-263.49
great_dane80,48,20,0,-84.19
Green593,43.79,23.16,7.02,-468.54
Greenapple86,77.27,31.82,12.5,-21.84
greezhool,36.28,23.08,6.57,-86.26
gregcy11,68.75,15.63,0,-62.26
GrEgEr789,34.38,18.75,0,36.48
gregisbest,52.34,22.43,0,-59.34
Gregor 1488,52.94,0,0,-2.14
gregor7878,26.54,13.92,7.24,-282.45
gregorb1988,45.12,23.17,6.98,-187.17
GregorWol,57.25,42.03,23.73,-200.22
Greppis2,26.35,14.81,8.26,-304.36
Gribnogrib,50,50,0,0.2
griffins9,94.71,62.5,39.56,-2362.7
grigson1955,71.43,39.68,20.29,-431.3
Grillat_7,66.67,66.67,0,-6.6
GRINDER-HFX,40,40,0,3.63
GRIPMAN,65.22,36.59,10.95,-94.05
GrishaEric13,0,0,0,-0.2
Grizzlypower,34.7,19.46,6.61,786.05
GROGAN,15.79,5.26,0,-61.5
Groin Coin,43.33,20,5.88,-27.65
grummomap,34.29,14.29,2,63.44
Grundie Boys,50.82,25.41,4,-30.12
Grupp6,26.62,15.7,6.26,217.63
Grus/Snus,40.74,22.22,0,-178.18
GRYNSTER,63.71,33.87,7.96,-118.28
grønlie,28.92,10.84,5.26,102.74
grønnegrønn,35.9,23.08,18.75,-33.57
GS-85-GS,42.31,19.23,7.69,-96.35
gsbc1978,38.1,9.52,8.33,2.93
GSchleder10,61.54,7.69,0,-27.91
Gsomi,78.72,31.91,12.9,-105.38
Gsp_2929,43.12,27.52,2.08,-24.78
GSXR-K6,20,20,33.33,-6.02
GTpokerDK,54.37,33.98,8.25,-226.69
guayos,38.91,15.56,0.35,-75.47
guckstduweit,55.88,32.35,23.08,-60.55
guerreroxs1,87.5,6.25,9.09,145.86
Guezmere,26.76,18.31,6.06,-49.07
gugaeta,59.91,20.26,6.53,-478.09
gugotina,68.48,3.26,1.52,-150.8
guich83,91.43,10.48,4.82,-201.59
Guii#37,18.18,18.18,0,1.68
GuiLawisch,61.54,15.38,0,-19.1
Guillaumel21,26.67,20,14.29,-6.99
guipioi,47.06,9.41,2.33,-119.04
guklein,71.43,28.57,40,-88.53
gulnara-tkd,44.44,18.52,0,5.77
Gum_long,16.67,8.33,3.03,14.01
Gunner2014,50,0,0,10.38
guns120,37.84,21.62,10.34,-29.44
gunshow22,54.47,16.6,2.41,-135.71
Gunshu,47.17,18.87,2.38,-61.69
guppud,85.53,50.44,28.33,-641.17
Gurkohai,28.04,19.26,9.93,-145.73
gurkslafs,52.78,27.78,9.66,-263.88
gurran1,0,0,0,-1.5
gurutus,55.91,40.16,6.67,64.29
GUS_CHASER,46.15,30.77,16.67,-0.85
Gusav,48.9,11.54,2.13,-457.68
gusdnrid,36.11,22.7,9.37,-2230.31
gustavh,45.45,9.09,0,-40.28
Gustl123,72.04,36.56,9.09,72.71
gut3hot,89.19,37.84,0,-34.88
Gutspoker,57.14,28.57,0,-27.5
Guvana7,93.1,41.38,18.75,-158.81
guvanch2000,60,20,33.33,30.11
Guyinkognit,51.22,13.41,10.87,-60.67
gwichinstar,60,20,0,-18.23
gyurka974,65.35,15.84,6.78,-79.63
gzstallion,40,0,0,-8.31
Gézapapi,80.56,11.11,0,-83.46
H'Con 90,31.17,17.49,3.15,170.13
H.Strandberg,23.53,8.82,11.11,-22.1
h1tm4ch1n3,27.27,18.18,25,-56.37
H34LTY,55.56,36.3,25,-346.87
h3concrete,53.11,28.71,8.24,-38.3
h4tefulltilt,57.14,28.57,23.53,21.16
h4vok,32.26,25.81,0,-34.97
H@££INGGOL,44.08,24.88,10.64,-506.67
ha1900,85.29,14.71,0,-156.02
hAAdooken,50.62,22.22,7.32,-92.81
haar304,30.21,10.42,5.88,-35.98
Haber777,38.04,8.7,5.88,-21.35
hadar@live.d,69.47,35.44,19.74,-321.23
HadigLey,33.33,33.33,0,-3.5
hadji_2000,45.95,16.22,8.11,-77.65
hadock24,82.35,11.76,0,-52.26
Haffi86,28.57,13.39,1.96,-37.54
Hagbart55,30.84,17.78,8.01,20.41
haggi 15,29.62,17.88,5.82,499.93
hahahasucker,41.98,14.5,0,-59.41
hailin18,62.59,17.39,6.58,-386.34
hairoporoj,57.14,14.29,7.5,-144.75
Halfprice,41.34,22.21,4.73,-745.91
Halisbee,47.65,5.29,5.26,-138.39
halleycomet,50,25,25,82.13
hallmart1,66.96,15.22,2.86,236.8
halloder,89.66,27.59,19.05,-135.15
hallway420,37.5,6.25,0,-13.07
hamboy13,74.8,42.27,17.15,-1450.23
Hamerov150,58,12,6.25,-261.82
hamlarsen,54.57,2.96,2,-231.85
Hamlet79,50,0,0,-12.29
Hamletwik,88.89,33.33,14.29,-46.13
hamNcheese,40,40,25,-42.03
HamsiBamsi,80.5,7.55,3.45,534.05
hamzar34,58.33,33.33,14.29,-34.65
hamzesejf,33.33,25.64,13.64,-60.79
han-y465,41.73,26.26,17.69,-356.21
HanmrFine,50,0,0,4.58
hanne54,45,5,0,-18.99
Hans Gusen,23.86,12.13,6.41,-263.37
Hanselem,34.62,25,16.07,219.94
hansen112,50,33.33,0,-50
hanster,33.06,22.19,4.02,-46.35
hanwoory29,63.64,15.91,0,-168.09
hapina,29.78,16.84,7.18,-295.39
happyfisk,82,54,15.79,-35.32
happyfister,27.54,14.11,6.8,317.97
happymonday,42.11,18.95,4.88,115.4
happyrizi,36.36,21.82,4.17,66.98
Hardball47,39.47,26.55,14,-136.37
HardcorePwn,45.45,27.27,0,42.81
harddecision,44.1,27.39,10.69,-376.25
harigonewild,71.15,32.69,15.79,-137.69
Hariomtatsat,57.05,28.63,10.64,-950.81
haris_at,5.8,2.9,0,-7.92
Harleyy30040,56.25,50,25,34.68
harmik555,61.43,7.14,1.32,-270.81
harskikkels,33.59,18.69,7.14,2388.18
Hasi1970,46.67,0,0,-73.2
Hasleloren,44.26,26.23,11.11,-225.64
hassoun777,80.14,30.85,11.11,810.89
hasuace,36.11,27.78,20,78.67
hate3cards,40.43,23.4,9.09,-3.01
HateBB,47.69,26.15,13.64,-72.26
Hattenaf,46.45,34.97,18.07,-86.09
hauk_21,45.49,20.22,0.89,-52.21
Havers007,100,0,0,-31.08
hawei88,74.52,8.86,3.21,-417
hawemije88,48.22,26.81,12.84,-442.95
HAWKEYEMC,47.06,7.84,0,-20.61
hawra,80,40,40,-44.54
HayDaMan,50.71,25.35,7.37,-662.03
hazeyouup,94.12,29.41,0,-119.45
hazo555,49.12,24.56,0,-29.87
HBK Gordy,57.38,18.33,6.9,-35.37
HC_68,35.1,19.66,6.71,166.83
HD317,86.52,35.96,12.73,70.07
HDbets,31.25,6.25,0,-17.82
HDVNAHIM,47.39,27.35,10.57,-66.47
He Duda,40.22,17.39,5.41,-147.04
Head_Brush,46.07,5.99,1.52,196.73
HeadmasterDK,44.07,25.42,3.92,-101.88
healy660,66.67,29.17,0,-52.56
heartleica,37.55,9.54,2.88,52.87
heaththejoke,34.04,19.15,17.31,4.59
HeberFakinha,40,20,0,-49.81
hedger83,20.37,11.11,9.09,-3.28
heidi-bean,45.83,29.17,0,-76.41
heimarbeit,53.73,14.93,4.88,-61.42
Heintje8,36.36,22.73,12.5,-117.87
heißtercamp,50,30,0,71.53
helex27,35.71,25,6.9,-10.77
Helguera,60,60,66.67,-39.61
HelioCastTCG,34.78,8.7,0,-5.41
HELL4RAZOR,86.27,21.57,2.74,-219.85
hellen_lch,55.65,16.94,8.33,-137.07
HELPNICK,100,100,100,-36.23
heltudenheld,88.89,22.22,16.67,-10.71
Hemdorff84,29.55,18.75,9.41,-78.77
hemoKID,75,50,33.33,44.05
hemriket,30.43,17.39,9.09,-31.9
hendrixjimmi,30.11,16.12,6.18,408.48
HENNERS986,36.73,20.41,4.76,-56.09
Henri Hippo,44.86,12.15,1.67,-76.84
Henrik0o,88.89,66.67,60,42.52
HenrikS90,32.49,18.73,5.77,7.98
henriksvensk,37.04,21.69,4.97,-178.67
Henry.nh,100,14.29,0,-80.84
henry5781lee,71.43,42.86,25,-142.9
Her087,40,20,0,16.4
HereFijiFiji,38.18,23.14,9.28,1647.26
hereheisman,66.13,30.65,13.92,-154.72
herminate,100,0,0,23.18
herohind,42.79,21.39,10.39,-265.09
HeroWok,51.11,46.67,40,-47.61
Herr_Jude,65,35,15.79,36.46
HesNes,44.11,26.7,11.81,-588.63
HEsteban69,33.33,16.67,0,-14.4
hesus-800,93.33,46.67,0,-82.68
heuring91,65.45,12.73,6.45,3.72
hexiaobing17,37.62,20.3,4.95,-295.08
HFL50,37.21,9.3,4.35,-129.75
hg1317,32.98,0,0,-67.02
hgoumenitsa,60.61,9.09,0,-96.51
hhaassee83,48.83,5.19,2.73,-158.31
hhecklen,39.64,18.92,7.55,300.35
hifi69qu,42.47,2.74,2.5,-101.97
High-Ali,55.71,18.57,2.78,48.23
HighProfitAK,51.49,26.62,10.07,-753.09
Hightower181,50,21.43,0,-24.69
hiing,50,23.08,0,-75.97
HikaRu1907,44.29,17.26,5.23,-686.65
Hildus55,45.35,15.5,5.3,-510.02
hilluh,23.88,7.46,0,39.43
Himan33,46.88,30.78,6.85,48.59
Hindaz,32.49,22.78,8.49,-252.79
hinzy27,64.29,7.14,13.64,10.85
hipihop,38.99,17.12,3.15,831.7
hippissa69,100,50,100,-1.49
HisokaAAA,47.06,20.17,10.57,63.93
Hiting U,50,0,0,-34.41
hitman3131,84.78,43.48,15.38,-75.67
HitteMask,12.5,6.25,0,-118.29
hjemmealene,47.37,28.07,4.76,94.69
HK13,22.22,16.67,0,-16.58
hkeenk,44.45,25.35,6.15,-1627.9
HKN291209,33.33,20.29,13.89,-227.45
hks_dragon,35,15,11.11,-15.76
Hlkinho,70,26.67,17.65,-103.05
hm1209,29.89,14.94,4.88,-71.88
HMCMANUS130,100,33.33,0,-32.99
HMF77,54.57,23.55,0.59,-250.7
hmmare,50.7,35.21,17.86,-29.82
ho23,71.5,22.65,4.81,-344.87
Hobsa,49.74,16.87,4.69,-14.98
hockeynr14,41.56,22.08,1.28,-65.44
hoefi73,52.78,18.06,0,-67.65
Hoegh93,50,25,0,-50.6
Hoelle1,29.03,19.35,15.38,-49.48
Hoffsome,53.06,36.73,19.15,116.41
hokahh,66.67,33.33,0,122.58
hoky19771230,60.48,33.33,5.65,-185.23
HokyCZ,58.97,35.9,10.26,-79.07
holdenmyown,45.2,5.08,2.2,-20.09
holla@aballa,50,35.19,15,119.4
holla@yoboy,42.16,23.53,14.58,146.28
holyguacmole,16.67,11.11,22.22,23.25
holyrollers7,33.33,17.04,7.57,2983.97
homeboyG,81.82,72.73,0,-11.91
HomeKong,55.84,33.12,6.35,22.83
homer_j83,34.42,14.26,5.26,430.51
homero300,57.83,24.29,3.74,-311.21
honhoc,31.05,14.32,3.29,-1193.22
honkz334,79.7,7.11,2.22,-244.89
hontaspoker,41.85,4.89,1.89,114.08
Honza17,29.41,3.36,2.24,-32.3
Honzales,75,62.5,42.86,-31.99
HonZZa_RR,57.14,28.57,33.33,-41.12
HOOGSTE1,66.67,23.81,7.14,-217.64
Hook it JJ,75,12.5,0,-41
hopeigotit,47.62,11.9,11.11,-47.13
hopelst757,44.19,24.03,7.55,167.89
Hoppy92,50,16.67,12.5,-1.5
HoppyEzM,28.36,15.1,7.06,3102.72
horezmiec72,59.26,14.81,7.69,30.41
horni2904,49.51,13.59,3.85,3.08
Horrorr125,66.67,41.67,0,-29.21
Horsepower84,87.5,75,0,-3.35
horsti1411,56.57,17.17,7.14,17.12
hossi399,77.78,44.44,0,-4.51
Hossib,92.82,55.98,7.53,-543.69
HOT MEAL,32.38,14.61,6.36,-293.14
HotCasino,65.29,11.18,8.41,-80.97
hotcocaEST,22.13,14.81,5.03,-2292.89
hotmark777,39.16,24.95,14.89,-47.33
hottesen,45.23,3.58,2.17,-606.46
hotwind,75.51,40.82,0,112.57
houdini_msu,32.99,21.99,5.95,-565.07
House2008,50,33.55,11.54,-203.93
hp19xx,29.24,18.41,8.26,40.24
Hristo008,66.67,33.33,5.88,137.57
hshen1001,30.14,0.68,1.18,-45.76
hshk99,30,18.67,7.25,21.46
hsumarcelo88,73.33,26.67,23.08,-52.86
htunfish,31.43,5.71,3.85,-31.54
HUBBE60,33.78,16.22,6.45,-2.05
hubcitydonk,42.86,28.57,8.33,63.52
huevo2000,85.71,85.71,100,-3.27
hufter666,54.55,8.25,4.1,310.09
hufvudstad,76.06,45.07,6.06,79.41
hugao1010,45.25,20.54,1.59,-20.91
Hugh-TK,74.75,26.26,14.29,-878.47
hughkang,44.57,22.83,2.38,-2.46
HuGoWsKy,37.1,16.13,11.43,72.1
hung261,39.16,21.08,13.04,-161.46
hunwei,41.67,29.17,13.21,-24.9
hus_05,56.25,18.75,0,178.62
huserm,53.57,28.57,12.5,-74.6
hux13m,46.33,27.92,8.48,-4149.61
HVC001,44.77,4.65,5.1,-231.98
Hyperion750,46,14,0,31.97
hyroman,62.14,21.43,9.9,-1835.35
HYZENBURG,39.54,20.92,9.04,445.69
HämäysSiirto,25,25,14.29,15.01
Hömma_wat_is,25,0,0,34.52
Hörhö2,38.56,20.89,6.36,-603.62
I am DonalD,61.11,38.89,12.5,179.22
I love 7s,36.84,21.05,0,26.08
i0i0111,55,5,0,-73.65
i_bless_you,67.65,29.41,11.76,76.58
i_lopp_u,76.92,38.46,0,-59.45
I_Mr_U_Bean,36.74,18.55,8.13,53.74
ialevras2,50,40,50,13.52
IamMoe123,42.86,21.43,0,-34.06
IamTetra,17.65,2.94,0,-12.25
IamurBadbeat,58.33,16.67,16.67,-29.75
ibeatyoualot,27.17,20.56,15.11,880.42
ibluffgold,85.71,71.43,25,-53.6
ibrainchain,40,0,0,32.36
icaruspi,76.92,32.31,8.33,-149.31
Icashur$,38.1,28.57,0,-91.81
IceKing94,46.73,19.63,4.17,-28.15
iceman131163,50.16,26.21,2.61,-202.97
Icemaster88,58.44,24.89,12.44,328.39
Icey255,40.79,25,6.38,-100.19
IcollectCar,24.51,17.84,11.01,242.07
idak96,90.63,18.75,10.53,2.16
idealudeal,82.76,34.48,10.53,-92.37
iDumb,32.18,2.3,5.66,-147.78
idy14,75,43.75,0,-23.73
ielyavandam,56.52,39.13,0,-42.65
igiulbont198,77.08,29.17,10.71,-64.79
igor0102,70,13.33,11.11,-12.86
Igor11112222,68.98,13.86,2.42,-340.35
igorabreu90,68.18,27.27,0,26.03
Igorrizzo,75,37.5,66.67,79.99
igorvascon,41.94,25.81,7.69,-19.02
igotu1217,62.28,31.54,13.99,-545.22
igotzeroouts,32,16,6.25,-90
ihami,31.83,15.94,6.91,80.47
ihaveAAdream,31.37,19.07,7.5,-787.47
IheMie,36.24,10.07,0,71.42
iholdout,38.1,33.33,0,-22.28
iiAii,54.05,0,0,-35.12
iIiBOCZOiIi,66.53,24.26,22.63,-239.12
iissrr,40.08,22.62,8.7,-79.55
ik lag,48.72,0,0,115.62
ika2696,75,37.5,0,-46.31
iKenn168,100,0,0,-41.27
IKermit,39.81,16.63,3.62,-1308.43
ikoon,39.5,24.59,1.32,150.04
IL0609,45.42,27.5,8.62,229.39
Ilari FIN,40.58,22.83,7.86,468.29
IlarrrIl86,41.18,23.53,11.28,6.26
ilb069,62.5,33.5,3.74,-61.28
ilias2855,30,0,0,-16.77
ilic14,76.08,19.61,10.3,-487.29
iLikeSnow,40.43,23.4,9.09,10.86
ILIOS72,30.96,16.75,8.97,58.2
IlIsCAREdIlI,23,14.76,8.62,-604.68
Ilkinopoulos,37.67,21.33,1.72,-410.58
ill187u,63.33,36.67,35.29,-84.97
ILLE_RABAT,30.77,19.23,0,-19.11
illumimati,75,25.68,8,-76.09
Ilmorto666,46.33,22.55,5.54,-569.13
ILove Surrey,100,0,0,-13.25
ilovejuices,67.86,14.29,10.53,-168.48
ILOVENIA,41.33,19.56,6.93,-124.32
ilovesync,45,30,10.53,-66.46
ilse1804,50,0,0,24.26
iLuvPenguinz,37.93,25.86,5.56,40.05
ilyamoskva,70.15,45.27,13.04,5.06
im2fishy4u,51.72,34.48,17.02,-405.49
im_oddy,66.67,66.67,0,-9.55
Imafairy,38.31,14.11,4.32,-134.61
ImagineKing,50.46,24.97,10.14,-362.83
ImaLuckSac,33.33,0,0,-3.5
imaniy,35.71,0,0,40.02
imasboju,62.16,29.73,18.18,-112.39
imc77,44.69,20.11,10.64,-228.85
IMFICKLE,41.45,24.58,11.16,-73.21
imfree7777,66.67,0,25,11.74
ImH0tUrN0t,26.13,16.29,7.65,-1425.7
ImHighIshove,36.36,36.36,20,-26.14
IMJEWISH_LOL,32.79,18.17,6.27,23.99
IMonFire.010,66.67,50,0,-65.92
imowyou,100,16.67,10,-47.98
imranAA,44.17,26.36,12.96,-278.73
IMS DURNK,29.95,15.14,6.21,1439.47
IMS0H1GH,69.23,38.46,5,-122.52
imtheman8,33.33,25,0,-0.07
ImUrSin,73.73,49.21,23.68,-417.37
ImWithSumo,36.48,19.84,7.58,-753.77
IN_THE_Z0NE,29.32,17.05,6.16,440.2
inaciotacos,40.75,12.16,6.59,-138.32
indiekante,46.48,22.54,7.5,-205.31
indy.songo9,46.99,20.48,5.13,198.07
infaithinity,28.87,14.43,4.76,-98.82
iNFinite69fx,76.69,14.72,2.02,-111.61
infinity499,72.6,30.14,9.09,-64.69
Ingolf13,26.32,14.04,7.14,-145.56
ingrid0610,33.33,19.05,11.11,-77.08
IngridSwede,37.5,18.75,12.5,48.69
Inmate10981,37.93,16.26,4.41,184.34
InnInnPaPa,32.56,18.84,9.3,3630.51
InsaneDays,42.11,26.32,21.43,12.4
INSIDE M@N,58.93,17.86,7.69,-245.52
InstaCSH,39.47,28.95,21.05,43.57
InstaWizard,36.54,17.31,14.29,-58.36
instigator85,44.95,21.1,2.08,1.18
insyder19,36.15,19.4,7.78,2443.55
inter7314,92.86,7.14,10,-20.87
interpreter2,43.75,6.25,0,-9.11
InTheEast,32.1,14.81,5.14,135.93
InTheGhettoo,45.68,11.11,1.89,-156.48
intilz_1,21.43,14.29,0,-5.29
intriguedone,24,6,0,-6.72
InvInc,58.9,33.57,11.34,-1122.12
inwooke,14.94,9.2,5.26,11.45
ioawnat,40,0,0,-8.5
ioutplaydara,59.26,40.74,0,-40.36
IOZIOZ,85.71,28.57,16.67,-36.38
ipad209,46.94,40.82,10,-145.07
iphonexbydx,20,20,0,-22.71
IPlay2Good,59.35,21.3,8.09,-363.1
ipmut,67.44,48.84,21.95,-16.47
iPokerArm,41.84,24.69,6.6,9.95
ipren,38.98,16.68,3.75,-103.35
ira626,58.93,32.14,3.45,-109.25
Iran112,76.47,52.94,11.11,-49.05
ire_allin,73.53,35.29,11.76,16.37
Irejdev,47.92,33.33,0,21.42
IRIGAR,79.9,28.92,8.41,-2953.9
Irishinforce,51.72,24.14,0,-63.72
Irkyard,40.68,28.81,21.74,-3.13
IRODOTOS1000,80,20,0,-28.8
IRON MEN210,47.22,19.44,0,-41.98
Ironm@n63,38.35,4.3,4.85,-103.59
Is A Ho,28.24,17.5,8.1,-716.71
isidoros80,45.45,27.27,0,38.48
ISILDRooN,29.54,17.58,9.19,-454.87
Isildur1,28.95,21.05,9.09,26.6
isitme1973,38.46,7.69,0,-42.1
Iskan2015,30,10,0,-52.11
Isolator14,31.82,18.18,0,-48.42
israelilh,37.04,22.22,0,-50.4
Isthatulibby,57.58,18.18,15.79,73.92
ISuckOutU84,75,0,0,-49.67
IsuckUout77,39.58,14.58,5.88,199.86
Iswimwell,46.67,28.33,0,-168.1
Itachy Ochia,59.17,14.17,1.41,-136.02
ItaloBoyZ,42.11,15.79,0,31.5
ITK-KING,62.74,17.69,9.27,-1201.21
ItsMyTurrn,34.19,19.3,6.89,976.28
iulian21,66.67,33.33,0,-16.13
Ivan999D,51.15,27.95,12.08,-808.13
IvanVee,81.48,19.75,2.38,-23.35
IVISH1980,62.38,8.13,4.6,-482.05
Iwasesnet,33.33,33.33,0,10.03
Iwaskrikki86,30.09,18.58,5.45,-67.96
IwilldropU,41.67,8.33,0,-5.33
IWINIDO,40.48,22.49,5.59,153.74
IWLCTHEFLOP,73.33,33.33,0,16.39
iwonthurtyou,22.98,16.73,7,-560.33
Izabella8592,32.65,4.08,3.7,1.45
izzie-chiuau,34.81,19.39,6.93,977.21
j.a3king,60.24,21.6,6.33,-488.74
J.J.Poker35,76.92,30.77,9.09,22.29
j00stagame,70.89,25.82,6.67,27.44
j0n3sss,80,50,25,-55.74
j0ntt3,37.14,2.86,4.76,1.31
J0rmungund,48.92,8.62,3.98,-199.53
J2 Elfi,73.16,14.34,10.38,-290.9
j240585,35.54,21.24,10.87,7.21
j4kerstar,28.48,19.09,4.49,43.15
j@nne1977,44.71,2.35,6,14.87
J_Grieg,41.69,25.34,8.86,-311.87
j_t_s80,48.96,36.46,16.28,-127.59
J_Vallentin,38.04,26.09,16.28,-150.96
jabbasnuts,72.22,44.44,42.86,-175.35
jacaroanoemi,77.36,0,0,100.62
Jack Addict,60,25,20,-138.23
JACK DAN700,83.33,33.33,0,-5.88
Jack-willz,71.55,15.52,7.58,12.29
Jack17444,51.21,23.46,4.46,-1046.11
jackal479,60.71,15.48,0,96.78
Jackal69,30.68,20.45,2.63,-22.41
jackbowel,60.26,33.11,6.67,7.6
Jackerzzzzzz,46.51,27.91,5.56,3.73
jackfive211,66.67,33.33,50,5.42
JackieBruce1,40,40,25,-22.57
jacklon82,65.22,17.39,0,-115.5
Jackmaleck,44.44,24.07,12.5,7.59
JackMing520,57.21,18.14,6.67,-91.22
jacktad,55,15,0,-45.4
JackTheLaddd,47.65,29.41,14.84,221.96
Jacky.j.l889,43.75,6.25,0,15.46
jacob_potato,75,75,0,-25.47
Jacussi87,59.02,22.95,7.04,-33.9
jad azar,70,45,9.09,-38.66
jad.kidd,33.33,0,0,8.77
jadakwon86,85.71,28.57,11.11,69.5
jademant,19.05,14.29,16.67,-15.44
JaggDD,39.73,22.97,8.1,-200.32
jaguarpotee,40.4,11.11,4,-100.95
jahh360,0,0,0,0
JaimeFarriol,28.57,19.05,0,-78.55
jaimejams,67.27,9.09,2.78,-40.63
Jajeam,51.92,3.85,0,-15.26
jajiki,52.85,11.38,6.41,90.51
jakepool,26.56,14.06,3.13,-26.44
JakTheKipper,46.1,21.39,6.15,-814.96
jakubc1,50.6,20.72,5.83,-813.24
Jalovaaen,35.91,16.74,6.44,144.85
JAMAL LEMOER,42.33,18.07,6.03,-59.58
jame5990,54.43,28.21,11.11,-98.7
JamesChrist,26.42,9.43,8.7,-72.41
jamesIV8,39.68,9.13,4.17,-204.25
jamestilting,46.67,33.33,6.67,-44.46
jamjam124,40,20,20,-127.74
jampera,51.68,28.51,11.65,-289.29
janboy777,32.56,11.63,0,-23.4
Janca13,51.22,29.27,0,-49.57
jandegriek,53.97,19.05,0,39.16
jangosmith,51.96,4.15,3.61,-2867.5
jankic011,47.06,17.65,0,56.01
janmaarten1,64.52,25.81,0,15.7
janne1978,51.51,14.06,5.26,-833.25
janny-p,47.66,11.22,4.92,58.52
JAPA_cruz,42.31,15.38,0,-7.94
japaodrin,72,36,28.57,-55.66
Jaqueline,57.78,42.58,21.73,19.58
jarbanito,81.6,45.6,6.67,-219.01
jari hietala,64,58.33,14.29,0.45
jarrydg,37.43,25.61,12.42,4719.5
Jarza,57.14,42.86,13.33,63.35
Jasipszis,51.99,25.99,3.25,-152.77
jasmineamy,75,41.67,6.67,-141.03
Jauhaja69,34.94,20.03,7.14,-179.99
JauseA,43.31,23.85,12.14,-1451.83
java_1965543,82.61,13.04,8.33,-57.06
javel,40.28,22.22,4,216.68
JAXLIGHT,27.27,27.27,25,-50.55
Jay-Syl11,30.77,12.82,0,81.83
Jay_Kay008,44.44,11.11,0,-40
JAYDEN007007,25,12.5,0,11.4
jaydog321,25,16.67,20,-26.47
jaye444,73.28,27.59,8.57,-35.89
jayme1987,34.34,22.41,8.94,841.35
JayP-AA,42.53,24.14,7.5,26.03
Jazz604,60,30,0,69.74
JBeett99,38.64,20.45,4.88,-144.51
JBonus1,59.09,36.36,28.57,-18.5
JBOO22,52.63,21.05,0,8.58
jbpa147,70,40,20,-99.19
jbrhythm,44.83,34.48,25,-50.7
jbrown8777,32.32,16.39,5.84,-1088.7
JBubss,47.83,10.96,1.54,-320.87
JCourier30,74.7,14.46,9.26,-216.56
jcsydney,63.06,18.92,5.41,-124.52
JE SUIS LIAN,80,40,0,7.98
jeandsonRN,75,33.33,0,-151.78
Jeans89,34.18,17.35,6.46,-290.94
Jeanty,39.39,21.21,0,17.66
jedimaster82,39.71,19.95,7.16,-843.68
Jeimssi,66.67,34.38,12.24,-6.5
Jelcides,77.78,33.33,25,-100
jelly beens,33.33,33.33,0,-5
JennyP,33.33,16.67,0,-8.5
Jeppstah,63.27,24.49,24,12.94
JereBaldi,54.17,4.17,0,-37.25
jerker23,32.95,12.64,6.98,-68.33
Jerm_nz,35.88,22.63,9.53,61.3
jerryedward,46.3,18.52,2.86,49.66
jersonfrede,32.3,7.56,2.76,65.8
jervizheng,77.58,14.8,7.57,-1370.15
Jesper Holm,42.86,14.29,0,-23.99
jesper56,44.37,4.64,3.75,-37.35
JesusWants$$,76.47,52.94,0,-20.73
